,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,two_year_recid,is_male,is_female,Other,African-American,Caucasian,Hispanic,Native American,Asian
4262,Male,37,Hispanic,0,2,0,0,1,1,0,2,Low,1,Low,1,1,0,0,0,0,1,0,0
4263,Male,39,African-American,0,10,1,1,8,1,0,10,High,9,High,1,1,0,0,1,0,0,0,0
4264,Male,29,Caucasian,0,2,0,0,5,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4265,Male,25,African-American,0,3,0,0,0,1,0,3,Low,4,Low,1,1,0,0,1,0,0,0,0
4266,Female,35,African-American,0,3,0,0,5,0,0,3,Low,3,Low,0,0,1,0,1,0,0,0,0
4267,Male,29,African-American,0,6,0,0,1,1,0,6,Medium,5,Medium,1,1,0,0,1,0,0,0,0
4268,Male,36,Caucasian,0,2,0,0,1,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
4269,Male,61,African-American,0,4,0,0,13,1,0,4,Low,2,Low,1,1,0,0,1,0,0,0,0
4270,Male,26,Caucasian,0,4,0,0,2,0,0,4,Low,7,Medium,0,1,0,0,0,1,0,0,0
4271,Male,28,African-American,0,5,0,0,1,0,0,5,Medium,5,Medium,0,1,0,0,1,0,0,0,0
4272,Female,26,African-American,0,5,0,0,1,0,0,5,Medium,4,Low,0,0,1,0,1,0,0,0,0
4273,Female,39,Caucasian,0,6,1,0,11,1,0,6,Medium,3,Low,1,0,1,0,0,1,0,0,0
4274,Male,22,African-American,0,4,1,0,3,1,0,4,Low,6,Medium,1,1,0,0,1,0,0,0,0
4275,Male,28,Caucasian,0,3,0,0,0,0,0,3,Low,2,Low,0,1,0,0,0,1,0,0,0
4276,Male,51,Caucasian,0,1,0,0,1,1,1,1,Low,1,Low,1,1,0,0,0,1,0,0,0
4277,Female,35,Hispanic,0,2,0,0,0,0,0,2,Low,1,Low,0,0,1,0,0,0,1,0,0
4278,Female,23,African-American,0,2,0,0,0,0,0,2,Low,3,Low,0,0,1,0,1,0,0,0,0
4279,Male,29,African-American,1,6,2,0,6,1,0,6,Medium,8,High,1,1,0,0,1,0,0,0,0
4280,Male,20,Other,0,3,0,0,0,1,0,3,Low,5,Medium,1,1,0,1,0,0,0,0,0
4281,Male,24,African-American,0,9,0,2,1,1,0,9,High,9,High,1,1,0,0,1,0,0,0,0
4282,Female,23,Hispanic,0,4,1,0,2,0,0,4,Low,6,Medium,0,0,1,0,0,0,1,0,0
4283,Female,33,African-American,0,7,0,0,5,0,0,7,Medium,5,Medium,0,0,1,0,1,0,0,0,0
4284,Male,21,Caucasian,1,3,0,0,1,1,0,3,Low,6,Medium,1,1,0,0,0,1,0,0,0
4285,Male,59,Caucasian,0,1,0,0,3,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
4286,Male,26,Caucasian,0,4,0,0,4,1,1,4,Low,3,Low,1,1,0,0,0,1,0,0,0
4287,Male,36,Caucasian,0,1,0,0,0,1,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
4288,Male,38,Other,0,1,0,0,2,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
4289,Male,19,Caucasian,1,9,3,2,5,1,0,9,High,9,High,1,1,0,0,0,1,0,0,0
4290,Male,28,Hispanic,0,8,0,0,2,0,0,8,High,6,Medium,0,1,0,0,0,0,1,0,0
4291,Male,23,Hispanic,0,5,0,0,2,1,0,5,Medium,4,Low,1,1,0,0,0,0,1,0,0
4292,Male,21,African-American,0,5,0,2,1,1,0,5,Medium,5,Medium,1,1,0,0,1,0,0,0,0
4293,Male,52,African-American,0,1,0,0,0,1,0,1,Low,1,Low,1,1,0,0,1,0,0,0,0
4294,Male,56,African-American,0,5,0,0,12,1,0,5,Medium,4,Low,1,1,0,0,1,0,0,0,0
4295,Male,40,Caucasian,0,4,0,0,1,0,0,4,Low,3,Low,0,1,0,0,0,1,0,0,0
4296,Female,48,Caucasian,0,4,0,0,8,1,0,4,Low,2,Low,1,0,1,0,0,1,0,0,0
4297,Male,24,African-American,0,6,1,2,2,0,0,6,Medium,7,Medium,0,1,0,0,1,0,0,0,0
4298,Female,26,African-American,0,4,0,0,0,0,0,4,Low,4,Low,0,0,1,0,1,0,0,0,0
4299,Male,59,African-American,0,6,0,0,5,0,0,6,Medium,4,Low,0,1,0,0,1,0,0,0,0
4300,Male,66,Caucasian,0,1,0,0,1,1,0,1,Low,1,Low,1,1,0,0,0,1,0,0,0
4301,Female,54,African-American,0,4,0,0,6,0,0,4,Low,1,Low,0,0,1,0,1,0,0,0,0
4302,Male,31,Caucasian,0,7,0,0,4,1,1,7,Medium,7,Medium,1,1,0,0,0,1,0,0,0
4303,Male,34,Caucasian,0,3,0,0,0,1,1,3,Low,2,Low,0,1,0,0,0,1,0,0,0
4304,Male,25,African-American,0,9,0,0,9,1,0,9,High,8,High,1,1,0,0,1,0,0,0,0
4305,Male,47,Caucasian,0,4,0,0,2,0,0,4,Low,1,Low,0,1,0,0,0,1,0,0,0
4306,Male,51,African-American,0,8,0,1,12,1,1,8,High,3,Low,1,1,0,0,1,0,0,0,0
4307,Male,25,Caucasian,0,3,0,0,1,0,0,3,Low,3,Low,0,1,0,0,0,1,0,0,0
4308,Male,25,Other,0,2,0,0,0,1,1,2,Low,4,Low,1,1,0,1,0,0,0,0,0
4309,Female,31,African-American,0,2,0,0,2,1,0,2,Low,2,Low,1,0,1,0,1,0,0,0,0
4310,Male,44,Hispanic,0,1,0,0,2,1,1,1,Low,2,Low,1,1,0,0,0,0,1,0,0
4311,Male,36,Caucasian,0,2,0,0,1,1,1,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4312,Male,77,Caucasian,0,1,0,0,3,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
4313,Male,49,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
4314,Male,31,African-American,0,7,0,0,0,0,0,7,Medium,4,Low,0,1,0,0,1,0,0,0,0
4315,Male,30,Caucasian,0,3,0,1,1,0,0,3,Low,3,Low,0,1,0,0,0,1,0,0,0
4316,Male,29,African-American,1,9,0,0,3,1,0,9,High,6,Medium,1,1,0,0,1,0,0,0,0
4317,Female,53,Caucasian,0,5,0,0,6,1,0,5,Medium,1,Low,1,0,1,0,0,1,0,0,0
4318,Male,21,African-American,0,9,1,0,1,1,1,9,High,8,High,1,1,0,0,1,0,0,0,0
4319,Male,21,African-American,0,4,0,0,0,0,0,4,Low,6,Medium,0,1,0,0,1,0,0,0,0
4320,Female,27,African-American,0,5,0,0,1,1,0,5,Medium,4,Low,1,0,1,0,1,0,0,0,0
4321,Female,65,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4322,Female,59,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
4323,Male,59,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4324,Male,24,African-American,0,7,0,0,0,0,0,7,Medium,7,Medium,0,1,0,0,1,0,0,0,0
4325,Male,40,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4326,Male,51,African-American,0,1,0,0,0,1,0,1,Low,1,Low,1,1,0,0,1,0,0,0,0
4327,Male,34,African-American,1,9,0,0,10,1,1,9,High,4,Low,1,1,0,0,1,0,0,0,0
4328,Male,30,Hispanic,0,2,0,0,1,1,0,2,Low,2,Low,1,1,0,0,0,0,1,0,0
4329,Male,52,African-American,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4330,Male,29,Caucasian,0,4,0,0,1,1,0,4,Low,6,Medium,1,1,0,0,0,1,0,0,0
4331,Male,24,African-American,0,9,0,0,15,1,1,9,High,9,High,1,1,0,0,1,0,0,0,0
4332,Male,38,African-American,0,3,0,0,2,1,1,3,Low,1,Low,1,1,0,0,1,0,0,0,0
4333,Female,22,African-American,0,8,0,0,0,0,0,8,High,8,High,0,0,1,0,1,0,0,0,0
4334,Male,43,African-American,0,5,0,0,0,0,0,5,Medium,3,Low,0,1,0,0,1,0,0,0,0
4335,Male,32,Caucasian,0,9,0,0,5,1,0,9,High,3,Low,1,1,0,0,0,1,0,0,0
4336,Male,55,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4337,Male,26,African-American,0,2,0,0,2,1,0,2,Low,3,Low,0,1,0,0,1,0,0,0,0
4338,Male,23,Caucasian,0,2,0,1,1,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4339,Female,47,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,1,0,0,0,0,0
4340,Male,28,Caucasian,0,2,0,0,1,1,0,2,Low,2,Low,1,1,0,0,0,1,0,0,0
4341,Male,27,Hispanic,0,2,0,0,0,1,0,2,Low,3,Low,1,1,0,0,0,0,1,0,0
4342,Male,61,Hispanic,0,4,0,0,2,1,0,4,Low,1,Low,1,1,0,0,0,0,1,0,0
4343,Male,26,African-American,0,2,0,0,0,0,0,2,Low,3,Low,0,1,0,0,1,0,0,0,0
4344,Male,41,Hispanic,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
4345,Female,28,Caucasian,0,5,0,0,1,1,0,5,Medium,2,Low,1,0,1,0,0,1,0,0,0
4346,Male,43,African-American,0,5,0,0,0,1,0,5,Medium,4,Low,1,1,0,0,1,0,0,0,0
4347,Male,30,Caucasian,0,4,0,0,3,0,0,4,Low,3,Low,0,1,0,0,0,1,0,0,0
4348,Male,33,African-American,0,7,0,0,21,1,0,7,Medium,6,Medium,1,1,0,0,1,0,0,0,0
4349,Male,21,Caucasian,0,3,0,1,0,0,0,3,Low,5,Medium,0,1,0,0,0,1,0,0,0
4350,Female,32,Caucasian,0,1,0,1,0,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
4351,Male,22,African-American,0,4,0,0,1,1,0,4,Low,5,Medium,1,1,0,0,1,0,0,0,0
4352,Male,51,African-American,0,1,0,0,3,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4353,Male,20,African-American,0,10,0,1,2,1,0,10,High,8,High,1,1,0,0,1,0,0,0,0
4354,Male,35,Caucasian,0,3,0,0,2,0,0,3,Low,2,Low,0,1,0,0,0,1,0,0,0
4355,Female,37,African-American,0,1,0,0,3,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4356,Male,28,African-American,0,7,0,0,0,1,0,7,Medium,7,Medium,1,1,0,0,1,0,0,0,0
4357,Male,41,Caucasian,0,5,0,0,3,1,0,5,Medium,2,Low,1,1,0,0,0,1,0,0,0
4358,Male,24,African-American,0,8,0,0,0,1,1,8,High,8,High,1,1,0,0,1,0,0,0,0
4359,Female,33,African-American,0,4,0,0,3,0,0,4,Low,3,Low,0,0,1,0,1,0,0,0,0
4360,Male,25,African-American,0,8,0,0,4,1,0,8,High,5,Medium,1,1,0,0,1,0,0,0,0
4361,Female,30,Caucasian,0,6,0,0,4,0,0,6,Medium,5,Medium,0,0,1,0,0,1,0,0,0
4362,Male,20,African-American,0,7,0,0,1,1,0,7,Medium,6,Medium,1,1,0,0,1,0,0,0,0
4363,Female,42,African-American,0,1,0,0,1,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4364,Female,40,African-American,0,7,0,0,15,1,1,7,Medium,6,Medium,1,0,1,0,1,0,0,0,0
4365,Male,39,African-American,0,4,0,0,0,1,0,4,Low,1,Low,1,1,0,0,1,0,0,0,0
4366,Male,21,African-American,0,7,0,0,0,0,0,7,Medium,8,High,0,1,0,0,1,0,0,0,0
4367,Male,39,Caucasian,0,2,0,0,2,1,0,2,Low,2,Low,1,1,0,0,0,1,0,0,0
4368,Male,24,Caucasian,0,2,0,0,0,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4369,Male,41,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4370,Male,39,African-American,0,4,0,0,1,0,0,4,Low,2,Low,0,1,0,0,1,0,0,0,0
4371,Female,24,African-American,0,8,0,0,3,0,0,8,High,10,High,0,0,1,0,1,0,0,0,0
4372,Female,24,African-American,0,4,0,0,1,0,0,4,Low,4,Low,0,0,1,0,1,0,0,0,0
4373,Male,29,African-American,0,2,0,0,0,1,0,2,Low,3,Low,1,1,0,0,1,0,0,0,0
4374,Male,39,African-American,0,10,0,0,35,0,0,10,High,8,High,0,1,0,0,1,0,0,0,0
4375,Male,25,Caucasian,0,5,0,0,2,1,0,5,Medium,7,Medium,1,1,0,0,0,1,0,0,0
4376,Female,23,Caucasian,0,6,0,0,0,1,0,6,Medium,4,Low,1,0,1,0,0,1,0,0,0
4377,Male,22,African-American,0,10,0,1,1,1,0,10,High,10,High,1,1,0,0,1,0,0,0,0
4378,Female,26,Other,0,7,0,0,4,1,1,7,Medium,4,Low,1,0,1,1,0,0,0,0,0
4379,Male,26,African-American,0,9,3,0,3,1,0,9,High,9,High,1,1,0,0,1,0,0,0,0
4380,Female,24,African-American,0,6,0,0,3,1,0,6,Medium,5,Medium,1,0,1,0,1,0,0,0,0
4381,Male,44,African-American,0,5,0,0,0,0,0,5,Medium,4,Low,0,1,0,0,1,0,0,0,0
4382,Male,36,Caucasian,0,2,0,0,1,1,0,2,Low,2,Low,1,1,0,0,0,1,0,0,0
4383,Male,39,Caucasian,0,8,0,0,10,1,0,8,High,5,Medium,1,1,0,0,0,1,0,0,0
4384,Male,42,Caucasian,0,4,0,0,0,0,0,4,Low,1,Low,0,1,0,0,0,1,0,0,0
4385,Male,45,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
4386,Male,25,African-American,0,10,1,0,7,1,1,10,High,10,High,1,1,0,0,1,0,0,0,0
4387,Female,28,Caucasian,0,9,0,0,7,0,0,9,High,6,Medium,0,0,1,0,0,1,0,0,0
4388,Male,33,Caucasian,0,2,0,0,0,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
4389,Male,25,Caucasian,0,3,0,0,0,0,0,3,Low,4,Low,0,1,0,0,0,1,0,0,0
4390,Male,32,African-American,0,4,1,0,5,0,0,4,Low,2,Low,0,1,0,0,1,0,0,0,0
4391,Male,23,African-American,0,7,0,0,0,0,0,7,Medium,5,Medium,0,1,0,0,1,0,0,0,0
4392,Male,39,Caucasian,0,5,0,0,0,0,0,5,Medium,2,Low,0,1,0,0,0,1,0,0,0
4393,Male,27,African-American,0,8,0,0,12,1,1,8,High,4,Low,1,1,0,0,1,0,0,0,0
4394,Female,35,Caucasian,0,7,0,0,4,0,0,7,Medium,2,Low,0,0,1,0,0,1,0,0,0
4395,Male,23,African-American,0,5,0,0,1,0,0,5,Medium,6,Medium,0,1,0,0,1,0,0,0,0
4396,Female,38,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4397,Male,30,African-American,0,2,0,0,4,0,0,2,Low,2,Low,0,1,0,0,1,0,0,0,0
4398,Male,30,Caucasian,0,5,0,0,1,0,0,5,Medium,2,Low,0,1,0,0,0,1,0,0,0
4399,Female,30,Caucasian,0,8,0,0,0,0,0,8,High,5,Medium,0,0,1,0,0,1,0,0,0
4400,Male,26,African-American,1,10,1,0,18,1,0,10,High,7,Medium,1,1,0,0,1,0,0,0,0
4401,Male,31,African-American,0,2,0,0,2,1,0,2,Low,2,Low,0,1,0,0,1,0,0,0,0
4402,Female,41,Caucasian,0,2,0,0,1,0,0,2,Low,1,Low,0,0,1,0,0,1,0,0,0
4403,Male,34,Other,0,2,0,0,0,0,0,2,Low,2,Low,0,1,0,1,0,0,0,0,0
4404,Female,25,African-American,0,5,0,0,0,0,0,5,Medium,4,Low,0,0,1,0,1,0,0,0,0
4405,Female,26,Caucasian,0,6,0,0,1,0,0,6,Medium,4,Low,0,0,1,0,0,1,0,0,0
4406,Male,38,African-American,0,7,0,0,2,1,0,7,Medium,6,Medium,1,1,0,0,1,0,0,0,0
4407,Female,37,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4408,Male,34,Caucasian,0,5,0,1,3,0,0,5,Medium,5,Medium,0,1,0,0,0,1,0,0,0
4409,Male,44,Hispanic,0,3,0,0,7,1,0,3,Low,4,Low,1,1,0,0,0,0,1,0,0
4410,Female,38,Hispanic,0,2,0,0,0,0,0,2,Low,1,Low,0,0,1,0,0,0,1,0,0
4411,Female,31,African-American,0,6,0,0,0,0,0,6,Medium,5,Medium,0,0,1,0,1,0,0,0,0
4412,Female,29,Caucasian,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,0,1,0,0,0
4413,Male,20,Caucasian,1,9,0,0,1,1,0,9,High,10,High,1,1,0,0,0,1,0,0,0
4414,Male,22,African-American,0,4,0,0,0,0,0,4,Low,6,Medium,0,1,0,0,1,0,0,0,0
4415,Female,51,Hispanic,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,0,0,1,0,0
4416,Male,24,African-American,0,4,0,0,2,1,0,4,Low,4,Low,1,1,0,0,1,0,0,0,0
4417,Male,47,African-American,0,8,0,0,0,1,1,8,High,6,Medium,1,1,0,0,1,0,0,0,0
4418,Female,36,African-American,0,5,0,0,1,1,0,5,Medium,4,Low,1,0,1,0,1,0,0,0,0
4419,Male,21,African-American,0,4,0,0,1,0,0,4,Low,6,Medium,0,1,0,0,1,0,0,0,0
4420,Male,25,African-American,0,10,1,0,3,1,0,10,High,9,High,1,1,0,0,1,0,0,0,0
4421,Male,23,African-American,0,9,0,1,5,1,1,9,High,9,High,1,1,0,0,1,0,0,0,0
4422,Male,23,Other,0,3,0,0,0,0,0,3,Low,4,Low,0,1,0,1,0,0,0,0,0
4423,Female,24,Caucasian,0,10,0,0,0,0,0,10,High,6,Medium,0,0,1,0,0,1,0,0,0
4424,Male,35,Caucasian,0,2,0,0,2,1,0,2,Low,1,Low,1,1,0,0,0,1,0,0,0
4425,Female,23,Hispanic,0,4,0,0,0,0,0,4,Low,5,Medium,0,0,1,0,0,0,1,0,0
4426,Female,19,African-American,0,4,0,0,0,1,1,4,Low,6,Medium,1,0,1,0,1,0,0,0,0
4427,Male,32,Caucasian,0,1,0,0,0,1,1,1,Low,2,Low,1,1,0,0,0,1,0,0,0
4428,Female,39,Caucasian,0,1,0,0,0,1,1,1,Low,1,Low,1,0,1,0,0,1,0,0,0
4429,Male,30,African-American,4,9,0,0,12,1,0,9,High,6,Medium,1,1,0,0,1,0,0,0,0
4430,Male,33,African-American,0,7,0,0,2,0,0,7,Medium,7,Medium,0,1,0,0,1,0,0,0,0
4431,Male,20,Caucasian,0,3,0,0,0,1,0,3,Low,5,Medium,1,1,0,0,0,1,0,0,0
4432,Female,36,Caucasian,0,2,0,0,0,0,0,2,Low,1,Low,0,0,1,0,0,1,0,0,0
4433,Male,61,Hispanic,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
4434,Male,29,African-American,0,8,1,1,8,1,0,8,High,4,Low,1,1,0,0,1,0,0,0,0
4435,Female,40,Caucasian,0,2,0,0,0,0,0,2,Low,1,Low,0,0,1,0,0,1,0,0,0
4436,Male,53,African-American,0,7,0,0,4,0,0,7,Medium,1,Low,0,1,0,0,1,0,0,0,0
4437,Female,28,Caucasian,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,0,1,0,0,0
4438,Male,38,Hispanic,0,2,0,0,2,0,0,2,Low,1,Low,0,1,0,0,0,0,1,0,0
4439,Male,27,African-American,0,9,1,0,9,1,0,9,High,8,High,1,1,0,0,1,0,0,0,0
4440,Male,55,Caucasian,0,3,0,0,0,0,0,3,Low,1,Low,0,1,0,0,0,1,0,0,0
4441,Male,22,African-American,1,7,0,0,1,0,0,7,Medium,6,Medium,0,1,0,0,1,0,0,0,0
4442,Female,34,African-American,0,1,0,0,1,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
4443,Male,55,Caucasian,0,2,0,0,1,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4444,Male,24,Hispanic,0,8,0,0,2,1,1,8,High,6,Medium,0,1,0,0,0,0,1,0,0
4445,Female,47,African-American,0,9,1,1,21,1,0,9,High,6,Medium,1,0,1,0,1,0,0,0,0
4446,Male,41,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
4447,Male,41,Hispanic,0,3,0,0,0,0,0,3,Low,1,Low,0,1,0,0,0,0,1,0,0
4448,Male,61,African-American,0,3,0,0,12,0,0,3,Low,4,Low,0,1,0,0,1,0,0,0,0
4449,Male,57,African-American,0,1,0,0,3,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
4450,Female,38,Caucasian,0,3,0,0,2,0,0,3,Low,2,Low,0,0,1,0,0,1,0,0,0
4451,Male,25,Caucasian,4,4,0,1,13,1,0,4,Low,3,Low,1,1,0,0,0,1,0,0,0
4452,Male,23,African-American,0,2,0,0,0,1,1,2,Low,3,Low,1,1,0,0,1,0,0,0,0
4453,Male,23,Caucasian,0,5,0,0,3,0,0,5,Medium,6,Medium,0,1,0,0,0,1,0,0,0
4454,Male,20,African-American,0,3,0,0,0,0,0,3,Low,5,Medium,0,1,0,0,1,0,0,0,0
4455,Male,44,Caucasian,0,8,0,0,1,0,0,8,High,5,Medium,0,1,0,0,0,1,0,0,0
4456,Female,38,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
4457,Male,56,African-American,0,2,0,0,5,1,0,2,Low,2,Low,1,1,0,0,1,0,0,0,0
4458,Male,43,Caucasian,0,2,0,0,2,1,0,2,Low,1,Low,1,1,0,0,0,1,0,0,0
4459,Male,22,African-American,0,3,0,0,0,1,0,3,Low,5,Medium,1,1,0,0,1,0,0,0,0
4460,Male,31,African-American,0,9,0,0,6,1,0,9,High,9,High,1,1,0,0,1,0,0,0,0
4461,Male,32,Other,0,1,0,0,0,0,0,1,Low,2,Low,0,1,0,1,0,0,0,0,0
4462,Male,29,African-American,0,6,0,0,0,0,0,6,Medium,3,Low,0,1,0,0,1,0,0,0,0
4463,Male,22,African-American,0,9,0,0,1,1,0,9,High,10,High,1,1,0,0,1,0,0,0,0
4464,Male,23,African-American,0,9,0,0,3,1,1,9,High,8,High,1,1,0,0,1,0,0,0,0
4465,Male,24,Caucasian,0,4,0,1,1,0,0,4,Low,4,Low,0,1,0,0,0,1,0,0,0
4466,Male,45,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
4467,Male,21,African-American,0,9,1,0,2,0,0,9,High,7,Medium,0,1,0,0,1,0,0,0,0
4468,Female,29,African-American,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,1,0,0,0,0
4469,Female,51,Caucasian,0,4,0,0,0,1,0,4,Low,1,Low,1,0,1,0,0,1,0,0,0
4470,Male,36,Hispanic,1,2,0,0,2,1,0,2,Low,1,Low,1,1,0,0,0,0,1,0,0
4471,Male,25,African-American,0,3,0,0,1,0,0,3,Low,4,Low,0,1,0,0,1,0,0,0,0
4472,Male,46,Hispanic,0,3,0,0,13,0,0,3,Low,2,Low,0,1,0,0,0,0,1,0,0
4473,Male,62,African-American,0,8,0,0,22,1,0,8,High,2,Low,1,1,0,0,1,0,0,0,0
4474,Male,25,African-American,0,4,0,0,0,1,0,4,Low,5,Medium,1,1,0,0,1,0,0,0,0
4475,Male,27,Caucasian,0,2,0,0,2,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
4476,Male,49,African-American,0,2,0,0,0,1,0,2,Low,2,Low,0,1,0,0,1,0,0,0,0
4477,Female,22,Caucasian,0,9,0,0,3,1,0,9,High,4,Low,1,0,1,0,0,1,0,0,0
4478,Female,34,Caucasian,0,10,0,0,9,1,0,10,High,6,Medium,1,0,1,0,0,1,0,0,0
4479,Male,37,Hispanic,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
4480,Male,21,Caucasian,0,3,0,0,0,1,1,3,Low,5,Medium,1,1,0,0,0,1,0,0,0
4481,Male,51,Caucasian,0,1,0,0,3,1,0,1,Low,1,Low,1,1,0,0,0,1,0,0,0
4482,Female,39,Caucasian,0,5,0,0,2,1,0,5,Medium,1,Low,1,0,1,0,0,1,0,0,0
4483,Male,43,African-American,0,3,0,0,8,1,0,3,Low,3,Low,1,1,0,0,1,0,0,0,0
4484,Male,22,African-American,0,6,0,0,0,1,0,6,Medium,8,High,1,1,0,0,1,0,0,0,0
4485,Female,28,African-American,0,7,0,0,4,0,0,7,Medium,3,Low,0,0,1,0,1,0,0,0,0
4486,Male,43,Caucasian,0,9,0,0,0,1,0,9,High,3,Low,1,1,0,0,0,1,0,0,0
4487,Male,27,Caucasian,0,8,0,0,7,1,0,8,High,6,Medium,1,1,0,0,0,1,0,0,0
4488,Male,27,Other,0,2,0,0,0,1,0,2,Low,3,Low,1,1,0,1,0,0,0,0,0
4489,Male,31,Caucasian,0,2,0,0,1,1,0,2,Low,2,Low,1,1,0,0,0,1,0,0,0
4490,Female,28,African-American,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,1,0,0,0,0
4491,Male,58,Caucasian,0,2,0,0,3,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
4492,Male,22,Caucasian,0,4,0,0,0,1,1,4,Low,5,Medium,1,1,0,0,0,1,0,0,0
4493,Male,21,Hispanic,0,8,0,0,0,1,0,8,High,8,High,1,1,0,0,0,0,1,0,0
4494,Male,31,African-American,0,4,0,0,5,1,0,4,Low,3,Low,0,1,0,0,1,0,0,0,0
4495,Male,33,African-American,0,3,0,0,0,0,0,3,Low,3,Low,0,1,0,0,1,0,0,0,0
4496,Male,26,African-American,0,10,0,0,6,1,0,10,High,4,Low,1,1,0,0,1,0,0,0,0
4497,Female,23,African-American,0,5,1,0,1,0,0,5,Medium,5,Medium,0,0,1,0,1,0,0,0,0
4498,Male,32,Caucasian,0,10,0,0,11,0,0,10,High,9,High,0,1,0,0,0,1,0,0,0
4499,Male,57,African-American,0,2,0,0,2,0,0,2,Low,1,Low,0,1,0,0,1,0,0,0,0
4500,Male,22,Caucasian,0,8,0,0,0,0,0,8,High,8,High,0,1,0,0,0,1,0,0,0
4501,Female,35,African-American,0,2,0,0,2,0,0,2,Low,1,Low,0,0,1,0,1,0,0,0,0
4502,Male,47,Caucasian,0,6,0,0,1,1,0,6,Medium,3,Low,1,1,0,0,0,1,0,0,0
4503,Male,35,Hispanic,0,1,0,0,2,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
4504,Male,29,African-American,0,9,0,1,17,1,0,9,High,8,High,1,1,0,0,1,0,0,0,0
4505,Female,54,Caucasian,0,2,0,0,1,0,0,2,Low,1,Low,0,0,1,0,0,1,0,0,0
4506,Male,29,Caucasian,0,8,0,0,0,0,0,8,High,3,Low,0,1,0,0,0,1,0,0,0
4507,Female,28,Other,0,4,0,0,0,1,0,4,Low,3,Low,1,0,1,1,0,0,0,0,0
4508,Male,51,African-American,0,8,0,0,17,1,0,8,High,2,Low,1,1,0,0,1,0,0,0,0
4509,Female,36,African-American,0,6,0,0,0,0,0,6,Medium,2,Low,0,0,1,0,1,0,0,0,0
4510,Male,35,Caucasian,0,4,0,0,3,1,0,4,Low,4,Low,1,1,0,0,0,1,0,0,0
4511,Male,20,African-American,0,4,0,1,1,1,0,4,Low,7,Medium,1,1,0,0,1,0,0,0,0
4512,Male,25,African-American,0,5,0,0,0,0,0,5,Medium,5,Medium,0,1,0,0,1,0,0,0,0
4513,Male,29,African-American,0,5,0,0,2,0,0,5,Medium,3,Low,0,1,0,0,1,0,0,0,0
